nome,estatistica,p_valor,efeito
mann_kendall,0.49621212121212116,2.4817472094643102e-05,"{""n"": 33, ""primeiro"": 0.1063956076569224, ""ultimo"": 0.1308316430020284, ""delta"": 0.024436035345106008}"
z_proporcoes,-8.426547692404343,0.0,"{""p1"": 0.11606676382434625, ""p2"": 0.13414277355178467, ""diferenca"": -0.01807600972743842, ""risco_relativo"": 0.8652479798290414, ""n1"": 72734, ""n2"": 34180, ""ano_1"": 2015, ""ano_2"": 2017}"
qui_quadrado_k_por_2,105.92033996819809,9.992874087778057e-24,"{""graus_liberdade"": 2, ""prevalencias_observadas"": [0.11606676382434625, 0.13207735412959976, 0.13414277355178467], ""k"": 3, ""n_total"": 167053, ""anos"": [2015, 2016, 2017]}"
