data,total,positivos,prevalencia
2016-11-29,175,29,0.1657142857142857
2016-11-30,169,36,0.21301775147928995
2016-12-01,176,32,0.18181818181818182
2016-12-02,159,21,0.1320754716981132
2016-12-03,160,13,0.08125
2016-12-04,183,21,0.11475409836065574
2016-12-05,231,21,0.09090909090909091
2016-12-06,170,8,0.047058823529411764
2016-12-07,158,22,0.13924050632911392
2016-12-08,192,20,0.10416666666666667
2016-12-09,157,22,0.14012738853503184
2016-12-10,122,16,0.13114754098360656
2016-12-11,96,9,0.09375
2016-12-12,142,27,0.19014084507042253
2016-12-13,169,34,0.20118343195266272
2016-12-14,163,29,0.17791411042944785
2016-12-15,163,34,0.2085889570552147
2016-12-16,146,26,0.1780821917808219
2016-12-17,89,12,0.1348314606741573
2016-12-18,174,22,0.12643678160919541
2016-12-19,115,23,0.2
2016-12-20,130,30,0.23076923076923078
2016-12-21,121,32,0.2644628099173554
2016-12-22,139,31,0.22302158273381295
2016-12-23,107,18,0.16822429906542055
2016-12-24,72,7,0.09722222222222222
2016-12-25,105,9,0.08571428571428572
2016-12-26,101,19,0.18811881188118812
2016-12-27,129,23,0.17829457364341086
2016-12-28,92,11,0.11956521739130435
2016-12-29,124,26,0.20967741935483872
2016-12-30,82,16,0.1951219512195122
2016-12-31,76,5,0.06578947368421052
2017-01-01,118,5,0.0423728813559322
2017-01-02,153,19,0.12418300653594772
2017-01-03,123,13,0.10569105691056911
2017-01-04,96,5,0.052083333333333336
2017-01-05,113,23,0.20353982300884957
2017-01-06,162,27,0.16666666666666666
2017-01-07,87,5,0.05747126436781609
2017-01-08,133,21,0.15789473684210525
2017-01-09,148,28,0.1891891891891892
2017-01-10,134,7,0.05223880597014925
2017-01-11,0,0,
2017-01-12,0,0,
2017-01-13,134,20,0.14925373134328357
2017-01-14,83,7,0.08433734939759036
2017-01-15,143,9,0.06293706293706294
2017-01-16,133,28,0.21052631578947367
2017-01-17,136,23,0.16911764705882354
2017-01-18,140,24,0.17142857142857143
2017-01-19,183,26,0.14207650273224043
2017-01-20,144,17,0.11805555555555555
2017-01-21,186,26,0.13978494623655913
2017-01-22,64,3,0.046875
2017-01-23,129,19,0.14728682170542637
2017-01-24,137,16,0.11678832116788321
2017-01-25,125,14,0.112
2017-01-26,141,18,0.1276595744680851
2017-01-27,116,16,0.13793103448275862
2017-01-28,79,4,0.05063291139240506
2017-01-29,148,8,0.05405405405405406
2017-01-30,132,23,0.17424242424242425
2017-01-31,128,21,0.1640625
2017-02-01,100,20,0.2
2017-02-02,154,15,0.09740259740259741
2017-02-03,140,17,0.12142857142857143
2017-02-04,150,8,0.05333333333333334
2017-02-05,130,26,0.2
2017-02-06,140,16,0.11428571428571428
2017-02-07,131,5,0.03816793893129771
2017-02-08,138,17,0.12318840579710146
2017-02-09,91,9,0.0989010989010989
2017-02-10,132,19,0.14393939393939395
2017-02-11,0,0,
2017-02-12,0,0,
2017-02-13,145,17,0.11724137931034483
2017-02-14,141,19,0.1347517730496454
2017-02-15,137,25,0.18248175182481752
2017-02-16,148,21,0.14189189189189189
2017-02-17,130,14,0.1076923076923077
2017-02-18,92,10,0.10869565217391304
2017-02-19,146,19,0.13013698630136986
2017-02-20,139,20,0.14388489208633093
2017-02-21,137,19,0.1386861313868613
2017-02-22,136,26,0.19117647058823528
2017-02-23,173,28,0.16184971098265896
2017-02-24,128,18,0.140625
2017-02-25,82,7,0.08536585365853659
2017-02-26,116,6,0.05172413793103448
2017-02-27,104,7,0.0673076923076923
2017-02-28,96,7,0.07291666666666667
2017-03-01,107,16,0.14953271028037382
2017-03-02,129,10,0.07751937984496124
2017-03-03,121,14,0.11570247933884298
2017-03-04,126,25,0.1984126984126984
2017-03-05,144,30,0.20833333333333334
2017-03-06,88,5,0.056818181818181816
2017-03-07,153,24,0.1568627450980392
2017-03-08,161,24,0.14906832298136646
2017-03-09,145,8,0.05517241379310345
2017-03-10,131,20,0.15267175572519084
2017-03-11,0,0,
2017-03-12,0,0,
2017-03-13,128,20,0.15625
2017-03-14,146,21,0.14383561643835616
2017-03-15,148,23,0.1554054054054054
2017-03-16,131,18,0.13740458015267176
2017-03-17,145,29,0.2
2017-03-18,121,16,0.1322314049586777
2017-03-19,146,17,0.11643835616438356
2017-03-20,129,33,0.2558139534883721
2017-03-21,140,36,0.2571428571428571
2017-03-22,143,29,0.20279720279720279
2017-03-23,151,26,0.17218543046357615
2017-03-24,132,23,0.17424242424242425
2017-03-25,72,11,0.1527777777777778
2017-03-26,135,12,0.08888888888888889
2017-03-27,129,23,0.17829457364341086
2017-03-28,151,23,0.152317880794702
2017-03-29,146,25,0.17123287671232876
2017-03-30,173,29,0.1676300578034682
2017-03-31,131,24,0.183206106870229
2017-04-01,112,20,0.17857142857142858
2017-04-02,83,8,0.0963855421686747
2017-04-03,76,4,0.05263157894736842
2017-04-04,149,30,0.20134228187919462
2017-04-05,149,20,0.1342281879194631
2017-04-06,135,9,0.06666666666666667
2017-04-07,129,15,0.11627906976744186
2017-04-08,126,20,0.15873015873015872
2017-04-09,139,19,0.1366906474820144
2017-04-10,143,23,0.16083916083916083
2017-04-11,0,0,
2017-04-12,0,0,
2017-04-13,144,20,0.1388888888888889
2017-04-14,100,12,0.12
2017-04-15,79,9,0.11392405063291139
2017-04-16,120,12,0.1
2017-04-17,136,27,0.19852941176470587
2017-04-18,154,32,0.2077922077922078
2017-04-19,136,23,0.16911764705882354
2017-04-20,131,17,0.1297709923664122
2017-04-21,98,19,0.19387755102040816
2017-04-22,81,8,0.09876543209876543
2017-04-23,138,12,0.08695652173913043
2017-04-24,144,24,0.16666666666666666
2017-04-25,143,34,0.23776223776223776
2017-04-26,164,33,0.20121951219512196
2017-04-27,169,30,0.17751479289940827
2017-04-28,137,40,0.291970802919708
2017-04-29,94,15,0.1595744680851064
2017-04-30,167,8,0.04790419161676647
2017-05-01,122,26,0.21311475409836064
2017-05-02,136,9,0.0661764705882353
2017-05-03,146,6,0.0410958904109589
2017-05-04,135,17,0.1259259259259259
2017-05-05,136,25,0.18382352941176472
2017-05-06,145,17,0.11724137931034483
2017-05-07,128,13,0.1015625
2017-05-08,94,11,0.11702127659574468
2017-05-09,161,24,0.14906832298136646
2017-05-10,158,22,0.13924050632911392
2017-05-11,0,0,
2017-05-12,0,0,
2017-05-13,90,8,0.08888888888888889
2017-05-14,155,6,0.03870967741935484
2017-05-15,131,22,0.16793893129770993
2017-05-16,120,22,0.18333333333333332
2017-05-17,160,21,0.13125
2017-05-18,194,33,0.17010309278350516
2017-05-19,149,17,0.11409395973154363
2017-05-20,114,6,0.05263157894736842
2017-05-21,184,14,0.07608695652173914
2017-05-22,152,25,0.16447368421052633
2017-05-23,161,17,0.10559006211180125
2017-05-24,162,22,0.13580246913580246
2017-05-25,146,14,0.0958904109589041
2017-05-26,155,35,0.22580645161290322
2017-05-27,90,8,0.08888888888888889
2017-05-28,173,11,0.06358381502890173
2017-05-29,134,19,0.1417910447761194
2017-05-30,149,26,0.174496644295302
2017-05-31,165,29,0.17575757575757575
2017-06-01,123,16,0.13008130081300814
2017-06-02,141,20,0.14184397163120568
2017-06-03,112,21,0.1875
2017-06-04,147,26,0.17687074829931973
2017-06-05,97,9,0.09278350515463918
2017-06-06,152,21,0.13815789473684212
2017-06-07,130,16,0.12307692307692308
2017-06-08,133,15,0.11278195488721804
2017-06-09,140,20,0.14285714285714285
2017-06-10,130,9,0.06923076923076923
2017-06-11,0,0,
2017-06-12,0,0,
2017-06-13,142,21,0.14788732394366197
2017-06-14,137,17,0.12408759124087591
2017-06-15,109,9,0.08256880733944955
2017-06-16,118,13,0.11016949152542373
2017-06-17,88,9,0.10227272727272728
2017-06-18,134,13,0.09701492537313433
2017-06-19,133,19,0.14285714285714285
2017-06-20,142,23,0.1619718309859155
2017-06-21,138,18,0.13043478260869565
2017-06-22,138,17,0.12318840579710146
2017-06-23,126,22,0.1746031746031746
2017-06-24,195,12,0.06153846153846154
2017-06-25,141,11,0.07801418439716312
2017-06-26,129,19,0.14728682170542637
2017-06-27,138,26,0.18840579710144928
2017-06-28,147,22,0.14965986394557823
2017-06-29,131,17,0.1297709923664122
2017-06-30,144,33,0.22916666666666666
2017-07-01,71,6,0.08450704225352113
2017-07-02,129,12,0.09302325581395349
2017-07-03,148,31,0.20945945945945946
2017-07-04,123,16,0.13008130081300814
2017-07-05,177,8,0.04519774011299435
2017-07-06,136,15,0.11029411764705882
2017-07-07,144,23,0.1597222222222222
2017-07-08,120,25,0.20833333333333334
2017-07-09,116,10,0.08620689655172414
2017-07-10,115,9,0.0782608695652174
2017-07-11,0,0,
2017-07-12,0,0,
2017-07-13,144,17,0.11805555555555555
2017-07-14,112,21,0.1875
2017-07-15,74,5,0.06756756756756757
2017-07-16,137,7,0.051094890510948905
2017-07-17,123,23,0.18699186991869918
2017-07-18,134,25,0.1865671641791045
2017-07-19,145,16,0.1103448275862069
2017-07-20,134,23,0.17164179104477612
2017-07-21,115,16,0.1391304347826087
2017-07-22,90,9,0.1
2017-07-23,137,15,0.10948905109489052
2017-07-24,138,31,0.2246376811594203
2017-07-25,130,25,0.19230769230769232
2017-07-26,139,22,0.15827338129496402
2017-07-27,156,18,0.11538461538461539
2017-07-28,128,19,0.1484375
2017-07-29,107,7,0.06542056074766354
2017-07-30,185,9,0.04864864864864865
2017-07-31,134,36,0.26865671641791045
2017-08-01,127,6,0.047244094488188976
2017-08-02,147,13,0.08843537414965986
2017-08-03,130,15,0.11538461538461539
2017-08-04,133,8,0.06015037593984962
2017-08-05,134,27,0.20149253731343283
2017-08-06,146,20,0.136986301369863
2017-08-07,94,12,0.1276595744680851
2017-08-08,133,21,0.15789473684210525
2017-08-09,115,14,0.12173913043478261
2017-08-10,144,6,0.041666666666666664
2017-08-11,0,0,
2017-08-12,0,0,
2017-08-13,128,9,0.0703125
2017-08-14,129,19,0.14728682170542637
2017-08-15,137,26,0.1897810218978102
2017-08-16,144,23,0.1597222222222222
2017-08-17,154,20,0.12987012987012986
2017-08-18,131,17,0.1297709923664122
2017-08-19,85,8,0.09411764705882353
2017-08-20,153,15,0.09803921568627451
2017-08-21,131,21,0.16030534351145037
2017-08-22,141,17,0.12056737588652482
2017-08-23,151,19,0.12582781456953643
2017-08-24,143,25,0.17482517482517482
2017-08-25,134,20,0.14925373134328357
2017-08-26,104,7,0.0673076923076923
2017-08-27,182,9,0.04945054945054945
2017-08-28,142,27,0.19014084507042253
2017-08-29,136,22,0.16176470588235295
2017-08-30,140,26,0.18571428571428572
2017-08-31,144,16,0.1111111111111111
2017-09-01,135,24,0.17777777777777778
2017-09-02,159,22,0.13836477987421383
2017-09-03,145,21,0.14482758620689656
2017-09-04,130,12,0.09230769230769231
2017-09-05,141,19,0.1347517730496454
2017-09-06,126,17,0.1349206349206349
2017-09-07,138,8,0.057971014492753624
2017-09-08,138,21,0.15217391304347827
2017-09-09,83,7,0.08433734939759036
2017-09-10,116,22,0.1896551724137931
2017-09-11,0,0,
2017-09-12,0,0,
2017-09-13,160,22,0.1375
2017-09-14,183,21,0.11475409836065574
2017-09-15,141,13,0.09219858156028368
2017-09-16,101,9,0.0891089108910891
2017-09-17,168,36,0.21428571428571427
2017-09-18,136,14,0.10294117647058823
2017-09-19,133,16,0.12030075187969924
2017-09-20,159,31,0.1949685534591195
2017-09-21,163,17,0.10429447852760736
2017-09-22,156,19,0.12179487179487179
2017-09-23,112,7,0.0625
2017-09-24,163,7,0.04294478527607362
2017-09-25,136,22,0.16176470588235295
2017-09-26,136,19,0.13970588235294118
2017-09-27,164,24,0.14634146341463414
2017-09-28,173,29,0.1676300578034682
2017-09-29,149,28,0.18791946308724833
2017-09-30,100,9,0.09
2017-10-01,121,16,0.1322314049586777
