total_linhas,positivos_mercado,prevalencia,wilson_ic95_inf,wilson_ic95_sup,linhas_com_category_nula,linhas_com_date_nula
167053,20970,0.12552902372301006,0.1239488424053756,0.12712642690144768,0,0
