data_min,data_max,dias_distintos,dias_calendario,meses_zerados,n_meses_zerados,n_pontos_serie_mensal,cobertura_mensal_efetiva
2015-01-01,2017-10-01,987,1005,[],0,33,2015-01 a 2017-09
